source_lang,source_word,target_lang,target_word
French,aujourd'hui,Gor,Bé6-nè
French,aujourd'hui,Gulay,$i-1àa
French,aujourd'hui,Kaba_Na,yàa-ré
French,aujourd'hui,Kaba,55k£-nè : Kul=dyéarà
French,aujourd'hui,Laka,66g£-nè : Mh=66-1àa
French,aujourd'hui,Mango,bé-nè
French,aujourd'hui,Nar,B6-1àa
French,aujourd'hui,Ngambay,65g£-nè
French,aujourd'hui,Sar,666-1àa
French,autre,Daba,jäng : Kul=n5f
French,autre,Laka,däng£ : Mh=däng
French,"autrefois, auparavant",Bebote,mâri
French,"autrefois, auparavant",Bediondo,mâri
French,"autrefois, auparavant",Gor,mâri
French,"autrefois, auparavant",Gulay,méri
French,"autrefois, auparavant",Kaba,dôngdr-é
French,"autrefois, auparavant",Laka,135w
French,"autrefois, auparavant",Mbay,méri
French,"autrefois, auparavant",Mango,"1ow, nd>k£"
French,"autrefois, auparavant",Nar,mâri
French,autruche,Bebote,P5ù
French,autruche,Bediondo,bü
French,autruche,Daba,büiü
French,autruche,Gor,bü
French,autruche,Gulay,bägi
French,autruche,Kaba_Na,gà
French,autruche,Kaba,Bü
French,autruche,Laka,Bü
French,autruche,Mango,bü
French,autruche,Nar,bürüm
French,autruche,Ngambay,bü
French,autruche,Sar,bürüm
French,autruche,Ngam,bùrèm
French,avaler,Bebote,tù
French,avaler,Bediondo,tüû
French,avaler,Daba,ùr
French,avaler,Gor,tuf
French,avaler,Gulay,ùr
French,avaler,Kaba_Na,dli
French,avaler,Kaba,ùrù
French,avaler,Mango,ù
French,avaler,Nar,ûr
French,avaler,Ngambay,ùrù
French,avaler,Sar,tür
French,avaler,Ngam,wûr
French,"avant, entre-temps",Bebote,kété
French,"avant, entre-temps",Bediondo,k$été
French,"avant, entre-temps",Gor,kété
French,"avant, entre-temps",Gulay,kété
French,"avant, entre-temps",Kaba_Na,gétè
French,"avant, entre-temps",Kaba,kété
French,"avant, entre-temps",Laka,kédé
French,"avant, entre-temps",Mango,kété
French,"avant, entre-temps",Nar,j6ÿ
French,"avant, entre-temps",Ngambay,kédé
French,"avant, entre-temps",Sar,kété
French,"avant, entre-temps",Ngam,-kété
French,avec,Bebote,Kkà
French,avec,Bediondo,kà
French,avec,Daba,i
French,avec,Gor,kÈ
French,avec,Gulay,sè
French,avec,Kaba_Na,ge-nè
French,avec,Kaba,KÈ
French,avec,Laka,gà
French,avec,Mango,kà
French,avec,Nar,kè
French,avec,Ngambay,gà
French,avec,Sar,kà
French,avec,Ngam,tÈ
French,avec (avec pronoms),Bebote,sè-
French,avec (avec pronoms),Bediondo,sè- : Dbh=sè-
French,avec (avec pronoms),Gor,sè
French,avec (avec pronoms),Gulay,sè-
French,avec (avec pronoms),Kaba,sè-
French,avec (avec pronoms),Laka,sè-
French,avec (avec pronoms),Mbay,sè-
French,avec (avec pronoms),Mango,sè-
French,avec (avec pronoms),Nar,sè
French,avec (avec pronoms),Ngambay,sè
French,avec (avec pronoms),Sar,sè-
French,avec (avec pronoms),Ngam,sè-
French,avec [qc dont on a parlé],Bebote,-né
French,avec [qc dont on a parlé],Daba,-ñ
French,avec [qc dont on a parlé],Gor,-ù
French,avec [qc dont on a parlé],Gulay,-n
French,avec [qc dont on a parlé],Kaba,-né
French,avec [qc dont on a parlé],Laka,-né
French,{=,Mbay,-à
French,{=,Mango,-né
French,{=,Nar,-nèé
French,{=,Ngambay,-né
French,{=,Sar,-n
French,{=,Ngam,-ñ
French,reugle,Bediondo,mÈènd#
French,reugle,Daba,mindo
French,reugle,Kaba,njè-küm-t5 : Mh=mündo
French,reugle,Nar,mündo
French,reugle,Sar,mündo
French,reugle,Gor,njè-küm-to
French,reugle,Gulay,njè-küm-t5
French,reugle,Kaba,njè-küm-t5
French,reugle,Laka,njè-kèm-t5
French,reugle,Mbay,ngè-küm-t535
French,reugle,Mango,njè-kèm-t5
French,reugle,Nar,ngè-küm-t5
French,reugle,Ngambay,njè-kèm-t5
French,reugle,Sar,ngè-kùm-t5
French,"roir de jeu, mal serrè",Bebote,ySk#
French,"roir de jeu, mal serrè",Bediondo,ySk#
French,"roir de jeu, mal serrè",Gor,y$kt
French,"roir de jeu, mal serrè",Gulay,y$ké
French,"roir de jeu, mal serrè",Kaba_Na,ySKksS
French,"roir de jeu, mal serrè",Laka,y$qge
French,"roir de jeu, mal serrè",Mbay,ySk#
French,"roir de jeu, mal serrè",Nar,y9k£
French,"roir de jeu, mal serrè",Ngambay,y$g#
French,roir des rapports sexuels,Bebote,ndàl
French,roir des rapports sexuels,Bediondo,ndàl
French,roir des rapports sexuels,Gulay,àndE
French,roir des rapports sexuels,Kaba,ndàl
French,roir des rapports sexuels,Laka,kèrs
French,roir des rapports sexuels,Mbay,sÔr
French,roir des rapports sexuels,Mango,ndàl
French,roir des rapports sexuels,Nar,àndz
French,roir des rapports sexuels,Ngambay,ndàl
French,roir des rapports sexuels,Sar,ànd#
French,"iigner, se baigner",Bebote,ndôg#
French,"iigner, se baigner",Bediondo,ndôg#
French,"iigner, se baigner",Daba,ndôg
French,"iigner, se baigner",Gor,ndog#
French,"iigner, se baigner",Gulay,nd0go
French,"iigner, se baigner",Kaba_Na,nj)0bo
French,"iigner, se baigner",Kaba,ndokso
French,"iigner, se baigner",Laka,ndogo
French,"iigner, se baigner",Mbay,ndôg#
French,"iigner, se baigner",Mango,ndôg#
French,"iigner, se baigner",Nar,ndog#
French,"iigner, se baigner",Ngambay,ndogo
French,"iigner, se baigner",Sar,ndèg#
French,"iigner, se baigner",Ngam,ndogo
French,iiller,Bebote,16
French,iiller,Bediondo,16
French,iiller,Daba,160
French,iiller,Gor,16
French,iiller,Gulay,16
French,iiller,Kaba_Na,néw
French,iiller,Kaba,16
French,iiller,Laka,16
French,iiller,Mbay,160
French,iiller,Mango,16
French,iiller,Nar,16
French,iiller,Ngambay,16
French,iiller,Sar,160
French,iiller,Ngam,16
French,ilafon,Bebote,künd#
French,ilafon,Bediondo,kündx
French,ilafon,Gor,kündE
French,ilafon,Gulay,kündü
French,ilafon,Kaba_Na,kündün
French,ilafon,Kaba,kündu
French,ilafon,Laka,kündu
French,ilafon,Mango,kündt
French,Français :,Mango,kündü
French,Français :,Nar,künd#
French,Français :,Ngambay,kündu
French,Français :,Sar,kündx
French,Français :,Ngam,künd#
French,balai,Bebote,ndèss
French,balai,Bediondo,ndèss
French,balai,Daba,ndisa
French,balai,Gor,ndiss
French,balai,Gulay,ndiss
French,balai,Kaba_Na,)jàko
French,balai,Kaba,ngisàä
French,balai,Laka,£f-ngisa
French,balai,Mbay,ndèisa
French,balai,Mango,ndiss
French,balai,Nar,ndèss
French,balai,Ngambay,ndisa
French,balai,Sar,ndisa
French,balai,Ngam,ndèisa
French,balancer sur la tête,Bebote,yér
French,balancer sur la tête,Bediondo,yér
French,balancer sur la tête,Gulay,dèl
French,balancer sur la tête,Laka,yér
French,balancer sur la tête,Mbay,yär
French,balancer sur la tête,Mango,y$ér
French,balancer sur la tête,Ngambay,yér
French,balancer sur la tête,Sar,yär
French,balayer,Bebote,Èitè
French,balayer,Bediondo,itè
French,balayer,Daba,ùtà
French,balayer,Gor,ùts
French,balayer,Gulay,ùtè
French,balayer,Kaba_Na,dûu
French,balayer,Kaba,ùt à
French,balayer,Laka,ùndà
French,balayer,Mbay,tà
French,balayer,Mango,itè
French,balayer,Ngambay,ùwà
French,balayer,Sar,ità
French,balle de grain,Bebote,t:s6
French,balle de grain,Bediondo,ngdy
French,balle de grain,Gor,tèisé
French,balle de grain,Gulay,tisé
French,balle de grain,Kaba_Na,tisà
French,balle de grain,Laka,tisé
French,balle de grain,Mbay,tèsé
French,balle de grain,Nar,tigôn
French,balle de grain,Ngambay,tisé
French,balle de grain,Sar,tisä
French,barbe,Bebote,mbaÿ-tà
French,barbe,Bediondo,mbäy
French,barbe,Daba,mbaäaÿ
French,barbe,Gor,mbäy-tà
French,barbe,Gulay,mbaÿ-tà
French,barbe,Kaba_Na,mbiyé
French,barbe,Kaba,mbaÿ
French,barbe,Laka,mbäy
French,barbe,Mbay,mba ÿ
French,barbe,Mango,mbâäy-tà
French,barbe,Nar,mbaÿ
French,barbe,Ngambay,mbayÿ
French,barbe,Sar,mbaÿ
French,"bas, en bas",Bebote,nàng£
French,"bas, en bas",Daba,bèf
French,"bas, en bas",Gor,nàngé
French,"bas, en bas",Gulay,nànñg
French,"bas, en bas",Kaba_Na,ngà
French,"bas, en bas",Laka,nàäng£
French,"bas, en bas",Mbay,bèf
French,"bas, en bas",Mango,bèé
French,"bas, en bas",Nar,nàng
French,"bas, en bas",Ngambay,bèf
French,"bas, en bas",Sar,nàng
French,bassin; rein,Bebote,dun
French,bassin; rein,Bediondo,düun
French,bassin; rein,Gor,dûün
French,bassin; rein,Gulay,dün
French,bassin; rein,Kaba_Na,kümär
French,bassin; rein,Kaba,dun
French,bassin; rein,Laka,düun
French,bassin; rein,Mbay,dun
French,bassin; rein,Mango,dun
French,bassin; rein,Nar,dun
French,bassin; rein,Ngambay,dun
French,bassin; rein,Sar,dun
French,bassin; rein,Ngam,dün
French,"battre, frapper",Bebote,indè
French,"battre, frapper",Bediondo,indè
French,"battre, frapper",Daba,ündà
French,"battre, frapper",Gor,èndè
French,"battre, frapper",Gulay,ündè
French,"battre, frapper",Kaba,ùndà : Kul=if1
French,"battre, frapper",Laka,ùndà
French,"battre, frapper",Mbay,ndà
French,"battre, frapper",Mango,indè
French,"battre, frapper",Nar,indè
French,"battre, frapper",Ngambay,ùndà
French,"battre, frapper",Sar,indà
French,"battre, frapper",Ngam,indà
French,beau : être,Bebote,bàsà
French,beau : être,Bediondo,bàsà
French,beau : être,Daba,bäsé
French,beau : être,Gor,bàsé
French,beau : être,Gulay,bàsä
French,beau : être,Kaba,küra : Kul=nàpà
French,beau : être,Laka,mày-ngàw
French,beau : être,Mango,bàsà
French,beau : être,Nar,bàsä
French,beau : être,Ngambay,bàsà
French,beau : être,Sar,bàlsäà
French,"beau-frère, belle-soeur",Bebote,s4)x
French,"beau-frère, belle-soeur",Bediondo,s4)#
French,"beau-frère, belle-soeur",Daba,sài
French,"beau-frère, belle-soeur",Gor,54j7
French,"beau-frère, belle-soeur",Gulay,s4j#
French,"beau-frère, belle-soeur",Kaba_Na,säyo
French,"beau-frère, belle-soeur",Kaba,s4j#
French,"beau-frère, belle-soeur",Mbay,sàj£
French,"beau-frère, belle-soeur",Mango,s4j#
French,"beau-frère, belle-soeur",Nar,s4)jr:NgT-s4j#
French,"beau-frère, belle-soeur",Sar,séj#
French,"beau-père, belle-mère",Bebote,mèm
French,"beau-père, belle-mère",Bediondo,mèm
French,"beau-père, belle-mère",Gor,mèm
French,"beau-père, belle-mère",Gulay,üm
French,"beau-père, belle-mère",Kaba_Na,mäm
French,"beau-père, belle-mère",Kaba,üûm
French,"beau-père, belle-mère",Laka,müm
French,"beau-père, belle-mère",Mango,mèm
French,"beau-père, belle-mère",Nar,Üm
French,"beau-père, belle-mère",Ngambay,mèm
French,"beau-père, belle-mère",Sar,müm
French,beaucoup; très,Bebote,ng4y
French,beaucoup; très,Bediondo,bôrè
French,beaucoup; très,Daba,ngéy
French,beaucoup; très,Gor,ng4y
French,beaucoup; très,Gulay,ngây
French,beaucoup; très,Kaba_Na,day
French,beaucoup; très,Kaba,ngây
French,beaucoup; très,Laka,ya
French,beaucoup; très,Mbay,ng4y
French,beaucoup; très,Mango,ya
French,beaucoup; très,Nar,ngây
French,beaucoup; très,Ngambay,ya
French,beaucoup; très,Sar,ng4y
French,beaucoup; très,Ngam,ngéy
French,bégayer,Bebote,nèdi
French,bégayer,Bediondo,tad#
French,bégayer,Gulay,gagér
French,bégayer,Kaba_Na,nügü
French,bégayer,Kaba,tèndi
French,bégayer,Mango,badz
French,bégayer,Nar,tà4dx
French,bégayer,Ngambay,tèndi
French,bégayer,Sar,tadr
French,belle : être,Bebote,màndi
French,belle : être,Bediondo,màandi
French,belle : être,Daba,mànd
French,belle : être,Gor,màändi
French,belle : être,Gulay,mändi
French,belle : être,Kaba_Na,kùya
French,belle : être,Kaba,màndi
French,belle : être,Laka,màandi
French,belle : être,Mango,màandi
French,belle : être,Nar,màndi : N9T=màandà
French,belle : être,Ngambay,màndi
French,belle : être,Sar,màandi
French,belle-soeur,Bebote,wär
French,belle-soeur,Bediondo,wér : Do=wäd
French,belle-soeur,Gor,wâr
French,belle-soeur,Gulay,wâr
French,belle-soeur,Kaba,wâr
French,belle-soeur,Laka,ngo-wâr
French,belle-soeur,Mango,wâr
French,belle-soeur,Nar,wâr
French,belle-soeur,Ngambay,wâr
French,belle-soeur,Sar,h6t
French,belle-soeur,Ngam,h$r
French,"benjamin, benjamine",Gulay,"tà-mbà, dütuü : M=düté"
French,"benjamin, benjamine",Mango,dût
French,"benjamin, benjamine",Sar,tà-rût#
French,bière de mil,Gulay,y1b+
French,bière de mil,Laka,kodo : Mh=y1b#
French,bière de mil,Mango,y1b#
French,bière de mil,Bebote,bi1bil
French,bière de mil,Bediondo,b£1bÈ]
French,bière de mil,Daba,bil-bil
French,bière de mil,Gor,b£i-bÈl
French,bière de mil,Gulay,bil-bil
French,bière de mil,Kaba_Na,bf1i-bili
French,bière de mil,Kaba,bi1-bil
French,bière de mil,Laka,kodo
French,bière de mil,Mbay,bi1-bil
French,bière de mil,Ngambay,bil-bil
French,bière de mil,Sar,bil-bil
French,bière de mil,Ngam,kàsi-mbhûr
French,blanc : être,Bebote,ndà
French,blanc : être,Bediondo,ndà
French,blanc : être,Daba,"ndà, è6"
French,blanc : être,Gor,ndà
French,blanc : être,Gulay,ndà
French,blanc : être,Kaba_Na,njàhà
French,blanc : être,Kaba,ndà
French,blanc : être,Laka,ndà
French,blanc : être,Mbay,ndàa
French,blanc : être,Mango,ndà
French,blanc : être,Nar,ndà
French,blanc : être,Ngambay,ndà
French,blanc : être,Sar,ndà
French,blanc : être,Ngam,ndàhà
French,"blanc, Européen",Bebote,nèàsäér
French,"blanc, Européen",Bediondo,nàsär
French,"blanc, Européen",Gor,nàsér
French,"blanc, Européen",Gulay,nèàsär
French,"blanc, Européen",Kaba_Na,nèàséra
French,"blanc, Européen",Kaba,ndaf -ndà
French,"blanc, Européen",Laka,l4w-ndà
French,"blanc, Européen",Mbay,nèàsär
French,"blanc, Européen",Mango,nàsär
French,"blanc, Européen",Nar,nàsâr
French,"blanc, Européen",Ngambay,nèàsäâr
French,"blanc, Européen",Sar,nàsâr
French,"blanc, Européen",Ngam,"nàsât,"
French,"boeuf, vache",Bebote,màng#
French,"boeuf, vache",Bediondo,màangx
French,"boeuf, vache",Daba,mànñng
French,"boeuf, vache",Gor,màangx
French,"boeuf, vache",Gulay,màng
French,"boeuf, vache",Kaba_Na,sa
French,"boeuf, vache",Kaba,mang
French,"boeuf, vache",Laka,màang# : M=màng
French,"boeuf, vache",Mango,màng
French,"boeuf, vache",Nar,màang
French,"boeuf, vache",Ngambay,mang
French,"boeuf, vache",Sar,màang
French,boire,Bebote,àÿ
French,boire,Bediondo,ày
French,boire,Daba,ày
French,boire,Gor,ày
French,boire,Gulay,ày
French,boire,Kaba_Na,ÈE
French,boire,Kaba,ày
French,boire,Laka,ày
French,boire,Mbay,àÿ
French,boire,Mango,ày
French,boire,Nar,ày
French,boire,Ngambay,ày
French,boire,Sar,ày
French,boire,Ngam,àÿ
French,)isson,Bebote,y1w
French,)isson,Bediondo,kàsà
French,)isson,Gor,y+wi : GuU=y1b+
French,)isson,Kaba,kGto
French,)isson,Mbay,kàsà
French,)isson,Nar,kàsi:NgT-kàsi
French,)isson,Ngambay,k1do
French,)isson,Sar,kàsà
French,)isson alcoolisée (fort),Bebote,äârgè
French,)isson alcoolisée (fort),Daba,äérgè
French,)isson alcoolisée (fort),Gor,ärgè
French,)isson alcoolisée (fort),Gulay,ärge
French,)isson alcoolisée (fort),Kaba,äârgè
French,)isson alcoolisée (fort),Laka,ärgè
French,)isson alcoolisée (fort),Mbay,ärgè
French,)isson alcoolisée (fort),Mango,ârge
French,)isson alcoolisée (fort),Nar,ärgè
French,)isson alcoolisée (fort),Ngambay,ärgè
French,)isson alcoolisée (fort),Sar,yérgè
French,nn : être,Bebote,mà;j
French,nn : être,Bediondo,mà;jà
French,nn : être,Daba,mbe
French,nn : être,Gor,màj +
French,nn : être,Gulay,mà)jà
French,nn : être,Kaba_Na,kôr1
French,nn : être,Kaba,mà;ji
French,nn : être,Laka,mày
French,nn : être,Mbay,mà j à
French,nn : être,Mango,mà jà
French,nn : être,Nar,màjà
French,nn : être,Ngambay,màji
French,nn : être,Sar,màjà
French,nn : être,Ngam,mà)jà
French,sse (la),Bebote,gène
French,sse (la),Bediondo,gÈnè
French,sse (la),Gor,g£#15
French,sse (la),Kaba_Na,gùy
French,sse (la),Laka,ginà
French,sse (la),Mbay,"gènà, gènà"
French,sse (la),Mango,ginè
French,sse (la),Ngambay,ginà
French,UC,Bebote,bäl
French,UC,Bediondo,bàl
French,UC,Daba,bàl
French,UC,Gor,bàl
French,UC,Gulay,bàl
French,UC,Kaba_Na,bàlà
French,UC,Kaba,bàl
French,UC,Laka,bàl : Mh=bàl
French,UC,Mango,bàl
French,UC,Nar,bàl
French,UC,Ngambay,bàl
French,UC,Sar,bàl
French,uclier,Bediondo,dè
French,uclier,Gulay,dèr
French,uclier,Kaba_Na,kütà
French,uclier,Laka,dèr
French,uclier,Mango,dèr
French,uclier,Nar,dèr
French,uclier,Ngambay,dèr
French,uche,Bebote,tà
French,uche,Bediondo,tà
French,uche,Daba,tà
French,uche,Gor,tà
French,uche,Gulay,tà
French,uche,Kaba_Na,tà
French,uche,Kaba,tà : Kul=tà
French,uche,Laka,tà
French,uche,Mbay,t à
French,uche,Mango,tà
French,uche,Nar,tà
French,uche,Ngambay,tà
French,uche,Sar,tà
French,uche,Ngam,tà
French,ue,Bebote,bôr
French,ue,Bediondo,bèr
French,ue,Daba,bèt
French,ue,Gor,bôr
French,ue,Gulay,bôr
French,ue,Kaba_Na,bôté
French,Français :,Kaba,bèr : Kul=bôd5
French,Français :,Laka,bôr
French,Français :,Mbay,bôr
French,Français :,Mango,yings
French,Français :,Nar,bôr
French,Français :,Ngambay,bôr
French,Français :,Sar,bdr
French,Français :,Ngam,bôr
French,bouillie,Bebote,biys
French,bouillie,Bediondo,biys
French,bouillie,Gor,biys
French,bouillie,Gulay,biy
French,bouillie,Kaba_Na,bf ya
French,bouillie,Kaba,biya
French,bouillie,Laka,biya
French,bouillie,Mbay,biya
French,bouillie,Mango,biys
French,bouillie,Nar,bfys
French,bouillie,Ngambay,bfya
French,bouillie,Sar,biya
French,bouillie,Ngam,biya
French,bouillir,Bebote,leg£f
French,bouillir,Bediondo,159#
French,bouillir,Daba,1eg
French,bouillir,Gor,0l1e
French,bouillir,Gulay,ole
French,bouillir,Kaba,18k£
French,bouillir,Laka,15gf
French,bouillir,Mbay,1eg£
French,bouillir,Mango,dle
French,bouillir,Nar,èle
French,bouillir,Ngambay,d1E
French,bouillir,Sar,neg
French,bouillir,Ngam,neg£é
French,boule de mil,Bebote,mûd#
French,boule de mil,Bediondo,"mùd#,mür"
French,boule de mil,Daba,bina
French,boule de mil,Gor,mûd#
French,boule de mil,Gulay,mèr
French,boule de mil,Kaba_Na,rokù
French,boule de mil,Kaba,müru
French,boule de mil,Laka,bina
French,boule de mil,Mbay,mbùr
French,boule de mil,Mango,mûr
French,boule de mil,Nar,mùr
French,boule de mil,Ngambay,müru
French,boule de mil,Sar,mèr
French,bourrer; pousser : piétiner,Bebote,mbGy
French,bourrer; pousser : piétiner,Bediondo,mboy
French,bourrer; pousser : piétiner,Gor,mb+ss
French,bourrer; pousser : piétiner,Gulay,drè
French,bourrer; pousser : piétiner,Kaba_Na,ùP à
French,bourrer; pousser : piétiner,Kaba,mbüsü
French,bourrer; pousser : piétiner,Mbay,bà
French,bourrer; pousser : piétiner,Mango,ùbè
French,bourrer; pousser : piétiner,Nar,mbüsz
French,bourrer; pousser : piétiner,Ngambay,ùbà
French,bourrer; pousser : piétiner,Sar,"irè, iPà"
French,bourrer; pousser : piétiner,Ngam,Bà
French,"bousier, scarabée sacrée",Bediondo,£-bif-si
French,"bousier, scarabée sacrée",Gulay,bii
French,"bousier, scarabée sacrée",Laka,£-bii-si
French,"bousier, scarabée sacrée",Mbay,k£-bii
French,"bousier, scarabée sacrée",Mango,b1-yisi
French,"bousier, scarabée sacrée",Nar,méng£rè
French,"bousier, scarabée sacrée",Ngambay,bi-si:Sr-bii
French,braises,Bebote,vyal
French,braises,Bediondo,yal
French,braises,Gor,yal
French,braises,Gulay,yal
French,braises,Kaba,yel
French,braises,Laka,yel
French,braises,Mango,yal
French,braises,Nar,yel
French,braises,Ngambay,k5r-pèr
French,braises,Sar,yel
French,brindille sèche,Bebote,ng5w
French,brindille sèche,Bediondo,ng5ngèrs
French,brindille sèche,Daba,ngo
French,brindille sèche,Gulay,ngéng-rsng
French,brindille sèche,Kaba,ngsw
French,brindille sèche,Laka,ngsw
French,- Langues Sara,Mbay,ng6o
French,- Langues Sara,Ngambay,ngsw
French,- Langues Sara,Sar,ngo
French,- Langues Sara,Ngam,ngo
French,"> |briser, casser",Bebote,büd#
French,"> |briser, casser",Bediondo,t5 : Dh=t5
French,"> |briser, casser",Gor,t5
French,"> |briser, casser",Gulay,ts
French,"> |briser, casser",Kaba_Na,t5k5
French,"> |briser, casser",Kaba,t5
French,"> |briser, casser",Laka,t5
French,"> |briser, casser",Mango,t5
French,"> |briser, casser",Nar,t9
French,"> |briser, casser",Ngambay,ts5
French,"> |briser, casser",Sar,to
French,brouillard,Bebote,müm
French,brouillard,Bediondo,müm
French,brouillard,Gor,müu
French,brouillard,Gulay,büm
French,brouillard,Kaba_Na,gümséè
French,brouillard,Kaba,müm
French,brouillard,Laka,müm : Mh=büû
French,brouillard,Mango,müm
French,brouillard,Nar,k£-buü-bù
French,brouillard,Ngambay,müm
French,brouillard,Sar,dim-sil
